,collection,issn_scielo,journal,title,doc_type,pid,doi,doi_prefix,version,pub_year,has_doi,no_doi,doi_found,doi_not_found,request
10,scl,0044-5967,Acta Amazonica,Contribuição para o estudo dendrológico de cinco leguminosas da Amazônia,undefined,S0044-59671973000200017,10.1590/1809-43921973032017,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973032017
11,scl,0044-5967,Acta Amazonica,Natural Waters in Amazonia. VI-Soluble Calcium Properties (),undefined,S0044-59671973000200033,10.1590/1809-43921973032033,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973032033
12,scl,0044-5967,Acta Amazonica,The chemical composition of Amazonian plants (),undefined,S0044-59671973000200041,10.1590/1809-43921973032041,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973032041
13,scl,0044-5967,Acta Amazonica,Triatomíneos da Amazônia III. (),undefined,S0044-59671973000200043,10.1590/1809-43921973032043,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973032043
14,scl,0044-5967,Acta Amazonica,"Mammals (exclusive of bats) of Belém, Pará, Brazil",undefined,S0044-59671973000200047,10.1590/1809-43921973032047,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973032047
15,scl,0044-5967,Acta Amazonica,Tecnologia de Celulose e Papel no INPA,editorial,S0044-59671973000300003,10.1590/1809-43921973033003,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033003
16,scl,0044-5967,Acta Amazonica,"Phytogeographic support tor the theory of Pleistocene forest refuges in the Amazon Basin, based on evidence from distribution patterns in Caryocaraceae, Chrysobalanaceae, Dichapetalaceae and Lecythidaceae",undefined,S0044-59671973000300005,10.1590/1809-43921973033005,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033005
17,scl,0044-5967,Acta Amazonica,Energy flow analysis and the study of Manihot esculenta Crantz,undefined,S0044-59671973000300029,10.1590/1809-43921973033029,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033029
18,scl,0044-5967,Acta Amazonica,Óleos essenciais da Amazônia. VI,undefined,S0044-59671973000300041,10.1590/1809-43921973033041,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033041
19,scl,0044-5967,Acta Amazonica,The chemical composition of Amazonas plants (),undefined,S0044-59671973000300043,10.1590/1809-43921973033043,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033043
20,scl,0044-5967,Acta Amazonica,A Trema micrantha (L) Blume como matéria-prima para a produção de celulose,undefined,S0044-59671973000300045,10.1590/1809-43921973033050,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033050
21,scl,0044-5967,Acta Amazonica,"Triatomíneos da Amazônia II. Encontro do Panstrongylus rufotuberculatus (Champion, 1899) no Estado do Amazonas (Hemiptera, Reiluviidae)",undefined,S0044-59671973000300051,10.1590/1809-43921973033051,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033051
22,scl,0044-5967,Acta Amazonica,"The occurrence of Nematalycidae (Acari, Prostigmata) in Central Amazonia with a description of a new genus and species",undefined,S0044-59671973000300053,10.1590/1809-43921973033053,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033053
23,scl,0044-5967,Acta Amazonica,"Simuliidae da Amazônia VI. Descrição do Simulium meruoca sp. n. (Diptera, Nematocera)",undefined,S0044-59671973000300059,10.1590/1809-43921973033059,10.159,xml,1973,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921973033059
24,scl,0034-7167,Revista Brasileira de Enfermagem,ENSINO DE ENFERMAGEM EM DOENÇAS TRANSMISSÍVEIS - EXPERIÊNCIA DE INTEGRAÇÃO,research-article,S0034-71671978000100055,10.1590/0034-716719780001000008,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0034-716719780001000008
25,scl,0044-5967,Acta Amazonica,Desenvolvimento de árvores nativas em ensaios de espécies. 1. Pau rosa (Aniba duckei Kostermans),undefined,S0044-59671978000400523,10.1590/1809-43921978084523,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084523
26,scl,0044-5967,Acta Amazonica,Ocorrência de Ceratocystis fimbriata Eli & Halst. na Amazônia Brasileira,undefined,S0044-59671978000400543,10.1590/1809-43921978084543,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084543
27,scl,0044-5967,Acta Amazonica,"Desempenho de 15 variedades de soja plantadas em terra firme, na Fazenda Araçá, Manaus, em 1976",undefined,S0044-59671978000400545,10.1590/1809-43921978084545,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084545
28,scl,0044-5967,Acta Amazonica,"Experimento com variedades de soja do Programa de Colaboração INPA-INTSOY, realizado na várzea da ilha da Paciência, rio Solimões, 1976-1977",undefined,S0044-59671978000400549,10.1590/1809-43921978084549,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084549
29,scl,0044-5967,Acta Amazonica,"Nematóides das galhas, Meloidogyne spp., associadas ao parasitismo de plantas na Região Amazônica. II-No Estado do Pará",undefined,S0044-59671978000400557,10.1590/1809-43921978084557,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084557
30,scl,0044-5967,Acta Amazonica,Nematóides da Região Amazônica. II - Nematóides parasitas e de vida livre associados à pimenta-do-reino (Piper nigrum L.) e ao cacaueiro (Theobroma cacao L.),undefined,S0044-59671978000400561,10.1590/1809-43921978084561,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084561
31,scl,0044-5967,Acta Amazonica,New and interesting species of Chrysobalanaceae,undefined,S0044-59671978000400577,10.1590/1809-43921978084577,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084577
32,scl,0044-5967,Acta Amazonica,Notas adicionais à Heliconia tarumaensis Barreiros.,undefined,S0044-59671978000400591,10.1590/1809-43921978084591,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084591
33,scl,0044-5967,Acta Amazonica,"Sobre a ocorrência da moléstia de Chagas no Estado do Amazonas, Brasil ()",undefined,S0044-59671978000400595,10.1590/1809-43921978084595,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084595
34,scl,0044-5967,Acta Amazonica,Variações geográficas no ciclo de picada do Anopheles darlingi Root no Brasil,undefined,S0044-59671978000400601,10.1590/1809-43921978084601,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084601
35,scl,0044-5967,Acta Amazonica,"O uso de caixas excito-repelentes com Anopheles darlingi Root, A. nuneztovari Gabaldon e Culex pipiens quinquefasciatus Say obtidos em áreas perto de Manaus, Amazonas",undefined,S0044-59671978000400605,10.1590/1809-43921978084605,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084605
36,scl,0044-5967,Acta Amazonica,A penetração de luz nas águas de rios amazônicos,undefined,S0044-59671978000400613,10.1590/1809-43921978084613,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084613
37,scl,0044-5967,Acta Amazonica,Fixação de nitrogênio (redução de acetileno) em cupins (Insecta: Isoptera) da Amazônia Central,undefined,S0044-59671978000400621,10.1590/1809-43921978084621,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084621
38,scl,0044-5967,Acta Amazonica,"Detecção de predadores naturais das larvas de Simulium fulvinotum Cerq. e Mello, 1968 (Diptera, Nematocera) ()",undefined,S0044-59671978000400629,10.1590/1809-43921978084629,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084629
39,scl,0044-5967,Acta Amazonica,Algumas características químicas do magmatismo Parima/Tapuruquara,undefined,S0044-59671978000400639,10.1590/1809-43921978084639,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084639
40,scl,0044-5967,Acta Amazonica,Estado atual da sistemática dos peixes de água doce da América do Sul,undefined,S0044-59671978000400657,10.1590/1809-43921978084657,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084657
41,scl,0044-5967,Acta Amazonica,Algumas plantas cianogenéticas da região amazônica,undefined,S0044-59671978000400679,10.1590/1809-43921978084679,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084679
42,scl,0044-5967,Acta Amazonica,"The chemical composition of Amazonian plants. () A catalogue, edited by setor de fitoquímica, INPA, Manaus, Amazonas",undefined,S0044-59671978000400687,10.1590/1809-43921978084687,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084687
43,scl,0044-5967,Acta Amazonica,Catálogo dos tipos de invertebrados depositados nas coleções entomológicas do INPA-Manaus,undefined,S0044-59671978000400689,10.1590/1809-43921978084689,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084689
44,scl,0044-5967,Acta Amazonica,O bico-de-lacre (Estrilda astrild): um passarinho africano na avifauna de Manaus,undefined,S0044-59671978000400699,10.1590/1809-43921978084699,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084699
45,scl,0044-5967,Acta Amazonica,"Cupá, ou cipó-babão, alimento de alguns índios amazônicos",undefined,S0044-59671978000400702,10.1590/1809-43921978084702,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084702
46,scl,0044-5967,Acta Amazonica,"Estudo químico de óleos essenciais, oleaginosas e látices da Amazônia. I. Composição e oxidação do óleo de uma espécie de Copaifera (Nota prévia).",undefined,S0044-59671978000400705,10.1590/1809-43921978084705,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-43921978084705
47,scl,0044-5967,Acta Amazonica,"Diagnóstico da realidade alimentar e nutricional do Estado do Amazonas, 1978",undefined,S0044-59671978000800005,10.1590/1809-439219780822S005,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-439219780822S005
48,scl,0044-5967,Acta Amazonica,Oligochaeta (Annelida) do Instituto Nacional de Pesquisas da Amazônia,undefined,S0044-59671978000900005,10.1590/1809-439219780831S005,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-439219780831S005
49,scl,0044-5967,Acta Amazonica,"Pesca e esforço de pesca no Estado do Amazonas. II - Locais, aparelhos de captura e estatísticas de desembarque",research-article,S0044-59671978001000005,10.1590/1809-439219780832S005,10.159,xml,1978,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/1809-439219780832S005
50,scl,0034-7167,Revista Brasileira de Enfermagem,Subsídios para a conceituacão da assistência de enfermagem rumo à reforma sanitária,research-article,S0034-71671987000300015,10.1590/S0034-71671987000300015,10.159,html,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0034-71671987000300015
51,scl,0080-6234,Revista da Escola de Enfermagem da USP,INFLUÊNCIA DE DOUTORA WANDA DE AGUIAR HORTA NA EEUSP,undefined,S0080-62341987000400003,10.1590/0080-62341987021ESP00003,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00003
52,scl,0080-6234,Revista da Escola de Enfermagem da USP,PARTICIPAÇÃO DA DOUTORA WANDA DE AGUIAR HORTA NA ASSOCIAÇÃO BRASILEIRA DE ENFERMAGEM - ABEn (1949 - 1977),undefined,S0080-62341987000400010,10.1590/0080-62341987021ESP00010,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00010
53,scl,0080-6234,Revista da Escola de Enfermagem da USP,"APRESENTAÇÃO DE DOCUMENTOS REFERENTES AO PENSAR, AGIR E FAZER DE WANDA AGUIAR HORTA",undefined,S0080-62341987000400013,10.1590/0080-62341987021ESP00013,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00013
54,scl,0080-6234,Revista da Escola de Enfermagem da USP,METODOLOGIA ASSISTENCIAL DE ENFERMAGEM: REFLEXÕES BASEADAS EM EXPERIÊNCIAS DE ENSINO,undefined,S0080-62341987000400021,10.1590/0080-62341987021ESP00021,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00021
55,scl,0080-6234,Revista da Escola de Enfermagem da USP,PROCESSO DE ENFERMAGEM: REFLEXÕES ACERCA DA TERMINOLOGIA UTILIZADA,undefined,S0080-62341987000400029,10.1590/0080-62341987021ESP00029,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00029
56,scl,0080-6234,Revista da Escola de Enfermagem da USP,O ENSINO DA METODOLOGIA ASSISTENCIAL DE ENFERMAGEM NO DEPARTAMENTO DE ENFERMAGEM DA ESCOLA PAULISTA DE MEDICINA: INFLUÊNCIA DO PENSAMENTO E PROPOSTAS Da DRª WANDA DE AGUIAR HORTA,undefined,S0080-62341987000400034,10.1590/0080-62341987021ESP00034,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00034
57,scl,0080-6234,Revista da Escola de Enfermagem da USP,O ENSINO DA METODOLOGIA ASSISTENCIAL DE ENFERMAGEM DEPARTAMENTO DE ENFERMAGEM — UFSC,research-article,S0080-62341987000400040,10.1590/0080-62341987021ESP00040,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00040
58,scl,0080-6234,Revista da Escola de Enfermagem da USP,O QUÊ E O PORQUÊ DO ENSINO DA METODOLOGIA ASSISTENCIAL EM ENFERMAGEM,undefined,S0080-62341987000400055,10.1590/0080-62341987021ESP00055,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00055
59,scl,0080-6234,Revista da Escola de Enfermagem da USP,A METODOLOGIA ASSISTENCIAL DE ENFERMAGEM NA PRÁTICA — HOSPITAL UNIVERSITÁRIO DA USP,undefined,S0080-62341987000400062,10.1590/0080-62341987021ESP00062,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00062
60,scl,0080-6234,Revista da Escola de Enfermagem da USP,SISTEMATIZAÇÃO DA ASSISTÊNCIA DE ENFERMAGEM EM UMA ÁREA DE RECUPERAÇÃO DA SAÚDE,undefined,S0080-62341987000400068,10.1590/0080-62341987021ESP00068,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00068
61,scl,0080-6234,Revista da Escola de Enfermagem da USP,"SISTEMATIZAÇAO DA ASSISTÊNCIA DE ENFERMAGEM NO INSTITUTO ""DANTE PAZZANESE"" DE CARDIOLOGÍA: RELATO DE EXPERIÊNCIA",undefined,S0080-62341987000400077,10.1590/0080-62341987021ESP00077,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00077
62,scl,0080-6234,Revista da Escola de Enfermagem da USP,PROCESSO DE ENFERMAGEM — APLICAÇÃO EM UMA UNIDADE DE HOSPITAL-ESCOLA DO INTERIOR,undefined,S0080-62341987000400088,10.1590/0080-62341987021ESP00088,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00088
63,scl,0080-6234,Revista da Escola de Enfermagem da USP,TEORIA DAS NECESSIDADES HUMANAS BÁSICAS — UM MARCO INDELÉVEL NA ENFERMAGEM BRASILEIRA,undefined,S0080-62341987000400100,10.1590/0080-62341987021ESP00100,10.159,xml,1987,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/0080-62341987021ESP00100
64,scl,0037-8682,Revista da Sociedade Brasileira de Medicina Tropical,Tentativa de tratamento de úlceras cutâneas devido a Leishmania braziliensis braziliensis com ketoconazol,rapid-communication,S0037-86821989000200009,10.1590/S0037-86821989000200009,10.159,html,1989,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0037-86821989000200009
65,scl,0103-2070,Tempo Social,"A história feita de greves, excluídos & mulheres",undefined,S0103-20701996000200191,10.1590/ts.v8i2.86432,10.159,xml,1996,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/ts.v8i2.86432
66,scl,0100-4042,Química Nova,Ativação do peróxido de hidrogênio para a epoxidação de olefinas não-funcionalizadas,review-article,S0100-40421997000100008,10.1590/S0100-40421997000100008,10.159,html,1997,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0100-40421997000100008
67,scl,0100-8404,Brazilian Journal of Botany,"Composição florística em trechos de vegetação de caatinga e brejo de altitude na região do Vale do Pajeú, Pernambuco",research-article,S0100-84041998000100002,10.1590/S0100-84041998000100002,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0100-84041998000100002
68,scl,0100-8404,Brazilian Journal of Botany,"Comparative uptake and metabolism of 2-[14C]-2,4-dichlorophenoxyacetic acid in callus cultures of monocot (Dioscorea spp.) and dicot (Nicotiana tabacum L.) plants",research-article,S0100-84041998000100009,10.1590/S0100-84041998000100009,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0100-84041998000100009
69,scl,0100-8404,Brazilian Journal of Botany,Effects of ester fractions from leaf epicuticular waxes of Bauhinia rufa (Steud.) Bong. and Stryphnodendron adstringens (Mart.) Coville from cerrado on the aphid Rhopalosiphum maidis (Fitch.),research-article,S0100-84041998000100010,10.1590/S0100-84041998000100010,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0100-84041998000100010
70,scl,0103-2070,Tempo Social,68: a comemoração impossível,research-article,S0103-20701998000200001,10.1590/S0103-20701998000200001,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200001
71,scl,0103-2070,Tempo Social,Tardes de maio,research-article,S0103-20701998000200002,10.1590/S0103-20701998000200002,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200002
72,scl,0103-2070,Tempo Social,1968: o curto ano de todos os desejos,research-article,S0103-20701998000200003,10.1590/S0103-20701998000200003,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200003
73,scl,0103-2070,Tempo Social,Trabalho e sindicalismo: memória dos 30 anos do movimento de Osasco,research-article,S0103-20701998000200004,10.1590/S0103-20701998000200004,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200004
74,scl,0103-2070,Tempo Social,Heranças de 68: cinema e sexualidade,research-article,S0103-20701998000200005,10.1590/S0103-20701998000200005,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200005
75,scl,0103-2070,Tempo Social,Maio de 1968 em Paris: testemunho de um estudante,research-article,S0103-20701998000200006,10.1590/S0103-20701998000200006,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200006
76,scl,0103-2070,Tempo Social,Uma sociologia das obras de arte é necessária e possível?,research-article,S0103-20701998000200007,10.1590/S0103-20701998000200007,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200007
77,scl,0103-2070,Tempo Social,A alquimia organizacional: qualificação e construção do consentimento,research-article,S0103-20701998000200008,10.1590/S0103-20701998000200008,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200008
78,scl,0103-2070,Tempo Social,Imagens da violência: práticas discursivas,research-article,S0103-20701998000200009,10.1590/S0103-20701998000200009,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200009
79,scl,0103-2070,Tempo Social,Mudança social no Brasil: a construção de um ideário conservador,research-article,S0103-20701998000200010,10.1590/S0103-20701998000200010,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200010
80,scl,0103-2070,Tempo Social,A filosofia da história no Doutor Fausto,research-article,S0103-20701998000200011,10.1590/S0103-20701998000200011,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200011
81,scl,0103-2070,Tempo Social,"Modernidade, tradição e reflexividade no Brasil contemporâneo",research-article,S0103-20701998000200012,10.1590/S0103-20701998000200012,10.159,html,1998,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701998000200012
82,scl,0034-7140,Revista Brasileira de Economia,Eficiência técnica e retornos de escala na produção de serviços públicos municipais: o caso do nordeste e do sudeste brasileiros,research-article,S0034-71401999000400002,10.1590/S0034-71401999000400002,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0034-71401999000400002
83,scl,0034-7140,Revista Brasileira de Economia,Comércio interestadual por vias internas e integração regional no Brasil: 1943-69,research-article,S0034-71401999000400005,10.1590/S0034-71401999000400005,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0034-71401999000400005
84,scl,0103-2070,Tempo Social,A experiência universitária entre dois liberalismos,research-article,S0103-20701999000100001,10.1590/S0103-20701999000100001,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000100001
85,scl,0103-2070,Tempo Social,O discurso da universidade,research-article,S0103-20701999000100002,10.1590/S0103-20701999000100002,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000100002
86,scl,0103-2070,Tempo Social,Ciência: aquele obscuro objeto de pensamento e uso,research-article,S0103-20701999000100003,10.1590/S0103-20701999000100003,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000100003
87,scl,0103-2070,Tempo Social,"Baianos e paulistas: duas ""escolas"" de relações raciais?",research-article,S0103-20701999000100004,10.1590/S0103-20701999000100004,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000100004
88,scl,0103-2070,Tempo Social,Preconceito de marca etnografia e relações raciais,research-article,S0103-20701999000100005,10.1590/S0103-20701999000100005,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000100005
89,scl,0103-2070,Tempo Social,Reforma agrária: o impossível diálogo sobre a História possível,research-article,S0103-20701999000200007,10.1590/S0103-20701999000200007,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000200007
90,scl,0103-2070,Tempo Social,Insegurança versus direitos humanos: entre a lei e a ordem,research-article,S0103-20701999000200008,10.1590/S0103-20701999000200008,10.159,html,1999,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-20701999000200008
