collection;issn_scielo;journal;title;doc_type;pid;doi;doi_prefix;version;pub_year;has_doi;no_doi;doi_found;doi_not_found
scl;0044-5967;Acta Amazonica;A Trema micrantha (L) Blume como matéria-prima para a produção de celulose;undefined;S0044-59671973000300045;10.1590/1809-43921973033050;10.1590;xml;1973;1;0;0;1
scl;0044-5967;Acta Amazonica;Triatomíneos da Amazônia II. Encontro do Panstrongylus rufotuberculatus (Champion, 1899) no Estado do Amazonas (Hemiptera, Reiluviidae);undefined;S0044-59671973000300051;10.1590/1809-43921973033051;10.1590;xml;1973;1;0;0;1
scl;0044-5967;Acta Amazonica;The occurrence of Nematalycidae (Acari, Prostigmata) in Central Amazonia with a description of a new genus and species;undefined;S0044-59671973000300053;10.1590/1809-43921973033053;10.1590;xml;1973;1;0;0;1
scl;0044-5967;Acta Amazonica;Simuliidae da Amazônia VI. Descrição do Simulium meruoca sp. n. (Diptera, Nematocera);undefined;S0044-59671973000300059;10.1590/1809-43921973033059;10.1590;xml;1973;1;0;0;1
scl;0034-7167;Revista Brasileira de Enfermagem;ENSINO DE ENFERMAGEM EM DOENÇAS TRANSMISSÍVEIS - EXPERIÊNCIA DE INTEGRAÇÃO;research-article;S0034-71671978000100055;10.1590/0034-716719780001000008;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Desenvolvimento de árvores nativas em ensaios de espécies. 1. Pau rosa (Aniba duckei Kostermans);undefined;S0044-59671978000400523;10.1590/1809-43921978084523;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Ocorrência de Ceratocystis fimbriata Eli & Halst. na Amazônia Brasileira;undefined;S0044-59671978000400543;10.1590/1809-43921978084543;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Desempenho de 15 variedades de soja plantadas em terra firme, na Fazenda Araçá, Manaus, em 1976;undefined;S0044-59671978000400545;10.1590/1809-43921978084545;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Experimento com variedades de soja do Programa de Colaboração INPA-INTSOY, realizado na várzea da ilha da Paciência, rio Solimões, 1976-1977;undefined;S0044-59671978000400549;10.1590/1809-43921978084549;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Nematóides das galhas, Meloidogyne spp., associadas ao parasitismo de plantas na Região Amazônica. II-No Estado do Pará;undefined;S0044-59671978000400557;10.1590/1809-43921978084557;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Nematóides da Região Amazônica. II - Nematóides parasitas e de vida livre associados à pimenta-do-reino (Piper nigrum L.) e ao cacaueiro (Theobroma cacao L.);undefined;S0044-59671978000400561;10.1590/1809-43921978084561;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;New and interesting species of Chrysobalanaceae;undefined;S0044-59671978000400577;10.1590/1809-43921978084577;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Notas adicionais à Heliconia tarumaensis Barreiros.;undefined;S0044-59671978000400591;10.1590/1809-43921978084591;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Sobre a ocorrência da moléstia de Chagas no Estado do Amazonas, Brasil ();undefined;S0044-59671978000400595;10.1590/1809-43921978084595;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Variações geográficas no ciclo de picada do Anopheles darlingi Root no Brasil;undefined;S0044-59671978000400601;10.1590/1809-43921978084601;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;O uso de caixas excito-repelentes com Anopheles darlingi Root, A. nuneztovari Gabaldon e Culex pipiens quinquefasciatus Say obtidos em áreas perto de Manaus, Amazonas;undefined;S0044-59671978000400605;10.1590/1809-43921978084605;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;A penetração de luz nas águas de rios amazônicos;undefined;S0044-59671978000400613;10.1590/1809-43921978084613;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Fixação de nitrogênio (redução de acetileno) em cupins (Insecta: Isoptera) da Amazônia Central;undefined;S0044-59671978000400621;10.1590/1809-43921978084621;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Detecção de predadores naturais das larvas de Simulium fulvinotum Cerq. e Mello, 1968 (Diptera, Nematocera) ();undefined;S0044-59671978000400629;10.1590/1809-43921978084629;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Algumas características químicas do magmatismo Parima/Tapuruquara;undefined;S0044-59671978000400639;10.1590/1809-43921978084639;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Estado atual da sistemática dos peixes de água doce da América do Sul;undefined;S0044-59671978000400657;10.1590/1809-43921978084657;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Algumas plantas cianogenéticas da região amazônica;undefined;S0044-59671978000400679;10.1590/1809-43921978084679;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;The chemical composition of Amazonian plants. () A catalogue, edited by setor de fitoquímica, INPA, Manaus, Amazonas;undefined;S0044-59671978000400687;10.1590/1809-43921978084687;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Catálogo dos tipos de invertebrados depositados nas coleções entomológicas do INPA-Manaus;undefined;S0044-59671978000400689;10.1590/1809-43921978084689;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;O bico-de-lacre (Estrilda astrild): um passarinho africano na avifauna de Manaus;undefined;S0044-59671978000400699;10.1590/1809-43921978084699;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Cupá, ou cipó-babão, alimento de alguns índios amazônicos;undefined;S0044-59671978000400702;10.1590/1809-43921978084702;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Estudo químico de óleos essenciais, oleaginosas e látices da Amazônia. I. Composição e oxidação do óleo de uma espécie de Copaifera (Nota prévia).;undefined;S0044-59671978000400705;10.1590/1809-43921978084705;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Diagnóstico da realidade alimentar e nutricional do Estado do Amazonas, 1978;undefined;S0044-59671978000800005;10.1590/1809-439219780822S005;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Oligochaeta (Annelida) do Instituto Nacional de Pesquisas da Amazônia;undefined;S0044-59671978000900005;10.1590/1809-439219780831S005;10.1590;xml;1978;1;0;0;1
scl;0044-5967;Acta Amazonica;Pesca e esforço de pesca no Estado do Amazonas. II - Locais, aparelhos de captura e estatísticas de desembarque;research-article;S0044-59671978001000005;10.1590/1809-439219780832S005;10.1590;xml;1978;1;0;0;1
scl;0034-7167;Revista Brasileira de Enfermagem;Subsídios para a conceituacão da assistência de enfermagem rumo à reforma sanitária;research-article;S0034-71671987000300015;10.1590/S0034-71671987000300015;10.1590;html;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;INFLUÊNCIA DE DOUTORA WANDA DE AGUIAR HORTA NA EEUSP;undefined;S0080-62341987000400003;10.1590/0080-62341987021ESP00003;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;PARTICIPAÇÃO DA DOUTORA WANDA DE AGUIAR HORTA NA ASSOCIAÇÃO BRASILEIRA DE ENFERMAGEM - ABEn (1949 - 1977);undefined;S0080-62341987000400010;10.1590/0080-62341987021ESP00010;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;APRESENTAÇÃO DE DOCUMENTOS REFERENTES AO PENSAR, AGIR E FAZER DE WANDA AGUIAR HORTA;undefined;S0080-62341987000400013;10.1590/0080-62341987021ESP00013;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;METODOLOGIA ASSISTENCIAL DE ENFERMAGEM: REFLEXÕES BASEADAS EM EXPERIÊNCIAS DE ENSINO;undefined;S0080-62341987000400021;10.1590/0080-62341987021ESP00021;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;PROCESSO DE ENFERMAGEM: REFLEXÕES ACERCA DA TERMINOLOGIA UTILIZADA;undefined;S0080-62341987000400029;10.1590/0080-62341987021ESP00029;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;O ENSINO DA METODOLOGIA ASSISTENCIAL DE ENFERMAGEM NO DEPARTAMENTO DE ENFERMAGEM DA ESCOLA PAULISTA DE MEDICINA: INFLUÊNCIA DO PENSAMENTO E PROPOSTAS Da DRª WANDA DE AGUIAR HORTA;undefined;S0080-62341987000400034;10.1590/0080-62341987021ESP00034;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;O ENSINO DA METODOLOGIA ASSISTENCIAL DE ENFERMAGEM DEPARTAMENTO DE ENFERMAGEM — UFSC;research-article;S0080-62341987000400040;10.1590/0080-62341987021ESP00040;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;O QUÊ E O PORQUÊ DO ENSINO DA METODOLOGIA ASSISTENCIAL EM ENFERMAGEM;undefined;S0080-62341987000400055;10.1590/0080-62341987021ESP00055;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;A METODOLOGIA ASSISTENCIAL DE ENFERMAGEM NA PRÁTICA — HOSPITAL UNIVERSITÁRIO DA USP;undefined;S0080-62341987000400062;10.1590/0080-62341987021ESP00062;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;SISTEMATIZAÇÃO DA ASSISTÊNCIA DE ENFERMAGEM EM UMA ÁREA DE RECUPERAÇÃO DA SAÚDE;undefined;S0080-62341987000400068;10.1590/0080-62341987021ESP00068;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;"SISTEMATIZAÇAO DA ASSISTÊNCIA DE ENFERMAGEM NO INSTITUTO ""DANTE PAZZANESE"" DE CARDIOLOGÍA: RELATO DE EXPERIÊNCIA";undefined;S0080-62341987000400077;10.1590/0080-62341987021ESP00077;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;PROCESSO DE ENFERMAGEM — APLICAÇÃO EM UMA UNIDADE DE HOSPITAL-ESCOLA DO INTERIOR;undefined;S0080-62341987000400088;10.1590/0080-62341987021ESP00088;10.1590;xml;1987;1;0;0;1
scl;0080-6234;Revista da Escola de Enfermagem da USP;TEORIA DAS NECESSIDADES HUMANAS BÁSICAS — UM MARCO INDELÉVEL NA ENFERMAGEM BRASILEIRA;undefined;S0080-62341987000400100;10.1590/0080-62341987021ESP00100;10.1590;xml;1987;1;0;0;1
scl;0037-8682;Revista da Sociedade Brasileira de Medicina Tropical;Tentativa de tratamento de úlceras cutâneas devido a Leishmania braziliensis braziliensis com ketoconazol;rapid-communication;S0037-86821989000200009;10.1590/S0037-86821989000200009;10.1590;html;1989;1;0;0;1
scl;0103-2070;Tempo Social;A história feita de greves, excluídos & mulheres;undefined;S0103-20701996000200191;10.1590/ts.v8i2.86432;10.1590;xml;1996;1;0;0;1
scl;0100-4042;Química Nova;Ativação do peróxido de hidrogênio para a epoxidação de olefinas não-funcionalizadas;review-article;S0100-40421997000100008;10.1590/S0100-40421997000100008;10.1590;html;1997;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Composição florística em trechos de vegetação de caatinga e brejo de altitude na região do Vale do Pajeú, Pernambuco;research-article;S0100-84041998000100002;10.1590/S0100-84041998000100002;10.1590;html;1998;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Comparative uptake and metabolism of 2-[14C]-2,4-dichlorophenoxyacetic acid in callus cultures of monocot (Dioscorea spp.) and dicot (Nicotiana tabacum L.) plants;research-article;S0100-84041998000100009;10.1590/S0100-84041998000100009;10.1590;html;1998;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Effects of ester fractions from leaf epicuticular waxes of Bauhinia rufa (Steud.) Bong. and Stryphnodendron adstringens (Mart.) Coville from cerrado on the aphid Rhopalosiphum maidis (Fitch.);research-article;S0100-84041998000100010;10.1590/S0100-84041998000100010;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;68: a comemoração impossível;research-article;S0103-20701998000200001;10.1590/S0103-20701998000200001;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Tardes de maio;research-article;S0103-20701998000200002;10.1590/S0103-20701998000200002;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;1968: o curto ano de todos os desejos;research-article;S0103-20701998000200003;10.1590/S0103-20701998000200003;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Trabalho e sindicalismo: memória dos 30 anos do movimento de Osasco;research-article;S0103-20701998000200004;10.1590/S0103-20701998000200004;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Heranças de 68: cinema e sexualidade;research-article;S0103-20701998000200005;10.1590/S0103-20701998000200005;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Maio de 1968 em Paris: testemunho de um estudante;research-article;S0103-20701998000200006;10.1590/S0103-20701998000200006;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Uma sociologia das obras de arte é necessária e possível?;research-article;S0103-20701998000200007;10.1590/S0103-20701998000200007;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;A alquimia organizacional: qualificação e construção do consentimento;research-article;S0103-20701998000200008;10.1590/S0103-20701998000200008;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Imagens da violência: práticas discursivas;research-article;S0103-20701998000200009;10.1590/S0103-20701998000200009;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Mudança social no Brasil: a construção de um ideário conservador;research-article;S0103-20701998000200010;10.1590/S0103-20701998000200010;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;A filosofia da história no Doutor Fausto;research-article;S0103-20701998000200011;10.1590/S0103-20701998000200011;10.1590;html;1998;1;0;0;1
scl;0103-2070;Tempo Social;Modernidade, tradição e reflexividade no Brasil contemporâneo;research-article;S0103-20701998000200012;10.1590/S0103-20701998000200012;10.1590;html;1998;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Eficiência técnica e retornos de escala na produção de serviços públicos municipais: o caso do nordeste e do sudeste brasileiros;research-article;S0034-71401999000400002;10.1590/S0034-71401999000400002;10.1590;html;1999;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Comércio interestadual por vias internas e integração regional no Brasil: 1943-69;research-article;S0034-71401999000400005;10.1590/S0034-71401999000400005;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;A experiência universitária entre dois liberalismos;research-article;S0103-20701999000100001;10.1590/S0103-20701999000100001;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;O discurso da universidade;research-article;S0103-20701999000100002;10.1590/S0103-20701999000100002;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;Ciência: aquele obscuro objeto de pensamento e uso;research-article;S0103-20701999000100003;10.1590/S0103-20701999000100003;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;"Baianos e paulistas: duas ""escolas"" de relações raciais?";research-article;S0103-20701999000100004;10.1590/S0103-20701999000100004;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;Preconceito de marca etnografia e relações raciais;research-article;S0103-20701999000100005;10.1590/S0103-20701999000100005;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;Reforma agrária: o impossível diálogo sobre a História possível;research-article;S0103-20701999000200007;10.1590/S0103-20701999000200007;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;Insegurança versus direitos humanos: entre a lei e a ordem;research-article;S0103-20701999000200008;10.1590/S0103-20701999000200008;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;O sindicalismo brasileiro na segunda metade dos anos 90;research-article;S0103-20701999000200009;10.1590/S0103-20701999000200009;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;As políticas sociais no governo FHC;research-article;S0103-20701999000200010;10.1590/S0103-20701999000200010;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;Entre o público e o privado: a saúde hoje no Brasil;research-article;S0103-20701999000200011;10.1590/S0103-20701999000200011;10.1590;html;1999;1;0;0;1
scl;0103-2070;Tempo Social;A nova política de pós-graduação no Brasil;research-article;S0103-20701999000200012;10.1590/S0103-20701999000200012;10.1590;html;1999;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Sistema privado de seguro-saúde: lições do caso americano;research-article;S0034-71402000000100001;10.1590/S0034-71402000000100001;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;From capital inflow to inflation: the role of exchange rate and government debt;research-article;S0034-71402000000100003;10.1590/S0034-71402000000100003;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;On the criticism to the classical method;research-article;S0034-71402000000100004;10.1590/S0034-71402000000100004;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Variáveis fundamentalistas e os retornos das ações;research-article;S0034-71402000000100005;10.1590/S0034-71402000000100005;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Cash settlement impact on fed cattle futures contract basis risk in Brazil;research-article;S0034-71402000000200001;10.1590/S0034-71402000000200001;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Grau de cobertura e resultados econômicos do ensino supletivo no Brasil;research-article;S0034-71402000000200002;10.1590/S0034-71402000000200002;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Optimal all-pay auction when signals are correlated;research-article;S0034-71402000000200003;10.1590/S0034-71402000000200003;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Sustainability of the Brazilian fiscal policy and central bank independence;research-article;S0034-71402000000200004;10.1590/S0034-71402000000200004;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;História do pensamento econômico e a contribuição de Ricardo Tolipan;research-article;S0034-71402000000300001;10.1590/S0034-71402000000300001;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Capital controversy in the birth of macrotheory: the Keynes-Hayek exchange in retrospect;research-article;S0034-71402000000300002;10.1590/S0034-71402000000300002;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;In search of a canonical history of macroeconomics in the interwar period: Haberler's Prosperity and Depression revisited;research-article;S0034-71402000000300003;10.1590/S0034-71402000000300003;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;As origens e as vertentes formadoras do pensamento cepalino;research-article;S0034-71402000000300004;10.1590/S0034-71402000000300004;10.1590;html;2000;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Comportamento racional e formação de crenças em Keynes;research-article;S0034-71402000000300005;10.1590/S0034-71402000000300005;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;Gilberto Freyre e a singularidade cultural brasileira;research-article;S0103-20702000000100005;10.1590/S0103-20702000000100005;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;Paulo Egídio e a sociologia criminal em São Paulo;research-article;S0103-20702000000100006;10.1590/S0103-20702000000100006;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;A mídia e a construção do biográfico o sensacionalismo da morte em cena;research-article;S0103-20702000000100011;10.1590/S0103-20702000000100011;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;A revolução da biotecnologia: questões da sociabilidade;research-article;S0103-20702000000200010;10.1590/S0103-20702000000200010;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;De Berlim a Brusque, de São Paulo a Nashville: a sociologia de Emílio Willems entre fronteiras;research-article;S0103-20702000000200012;10.1590/S0103-20702000000200012;10.1590;html;2000;1;0;0;1
scl;0103-2070;Tempo Social;O processo de modernização da universidade: casos USP e UFRJ;research-article;S0103-20702000000200013;10.1590/S0103-20702000000200013;10.1590;html;2000;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Com olhos no presente e vislumbrando o futuro;editorial;S0021-75572001000100001;10.1590/S0021-75572001000100001;10.1590;html;2001;1;0;0;1
scl;0021-7557;Jornal de Pediatria;O crescimento de crianças indígenas;editorial;S0021-75572001000100003;10.1590/S0021-75572001000100003;10.1590;html;2001;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Síndrome da morte súbita do lactente;editorial;S0021-75572001000100005;10.1590/S0021-75572001000100005;10.1590;html;2001;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Tumor primitivo neuroectodérmico de rim em criança;research-article;S0021-75572001000100013;10.1590/S0021-75572001000100013;10.1590;html;2001;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Síndrome da displasia ectodérmica anidrótica no período neonatal - relato de caso;research-article;S0021-75572001000100015;10.1590/S0021-75572001000100015;10.1590;html;2001;1;0;0;1
scl;0100-204X;Pesquisa Agropecuária Brasileira;Adaptabilidade e estabilidade de cultivares de milho-pipoca na região centro-sul do Brasil;research-article;S0100-204X2001000100015;10.1590/S0100-204X2001000100015;10.1590;html;2001;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;Aspectos atuais na terapia nutricional de pacientes na Unidade de Terapia Intensiva (UTI);review-article;S1516-93322002000100003;10.1590/S1516-93322002000100003;10.1590;html;2002;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;Alimentos;brief-report;S1516-93322002000300013;10.1590/S1516-93322002000300013;10.1590;html;2002;1;0;0;1
scl;2237-101X;Topoi (Rio de Janeiro);Papéis incendiários, gritos e gestos: a cena pública e a construção nacional nos anos 1820-1830;research-article;S2237-101X2002000100039;10.1590/2237-101X003004002?;10.1590;xml;2002;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Pressupostos metafísicos e epistemológicos na pesquisa;research-article;S0102-79722003000200004;10.1590/S0102-79722003000200004;10.1590;html;2003;1;0;0;1
scl;1516-635X;Brazilian Journal of Poultry Science;Effect of temperature on incubation period, embryonic mortality, hatch rate, egg water loss and partridge chick weight (Rhynchotus rufescens);research-article;S1516-635X2003000200007;10.1590/S1516-635X2003000200007;10.1590;html;2003;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;Administração oral de peptídios e proteínas: III. Aplicação à insulina;research-article;S1516-93322003000100003;10.1590/S1516-93322003000100003;10.1590;html;2003;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;Aspectos analíticos do controle da dopagem de agentes anabolizantes em urina de atletas: avaliação de critérios de positividade;research-article;S1516-93322003000100004;10.1590/S1516-93322003000100004;10.1590;html;2003;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;Antimicrobial activity of a mixture of two isomeric phenylpropanoid glycosides from Arrabidaea harleyi A.H. Gentry (Bignoniaceae);research-article;S1516-93322003000100008;10.1590/S1516-93322003000100008;10.1590;html;2003;1;0;0;1
scl;1516-9332;Revista Brasileira de Ciências Farmacêuticas;A utilização da World Wide Web como ferramenta para a educação nutricional: uma revisão;research-article;S1516-93322003000300002;10.1590/S1516-93322003000300002;10.1590;html;2003;1;0;0;1
scl;1678-3166;Scientiae Studia;Os modos da teleologia em Cuvier, Darwin e Claude Bernard;research-article;S1678-31662003000100003;10.1590/S1678-31662003000100003;10.1590;html;2003;1;0;0;1
scl;1678-3166;Scientiae Studia;Lógica, experiência e autoridade na carta de 15 de setembro de 1640 de Galileu a Liceti;research-article;S1678-31662003000100005;10.1590/S1678-31662003000100005;10.1590;html;2003;1;0;0;1
